,health index,MA_health index
0,0.636796772480011,0.636796772480011
1,0.6408342123031616,0.6408342123031616
2,0.6408342123031616,0.6408342123031616
3,0.6408342123031616,0.6408342123031616
4,0.6408342123031616,0.6408342123031616
5,0.6408342123031616,0.6400267243385315
6,0.6408342123031616,0.6408342123031616
7,0.6408342123031616,0.6408342123031616
8,0.6408342123031616,0.6408342123031616
9,0.6408342123031616,0.6408342123031616
10,0.6408342123031616,0.6408342123031616
11,0.6408342123031616,0.6408342123031616
12,0.6408342123031616,0.6408342123031616
13,0.6408342123031616,0.6408342123031616
14,0.6408342123031616,0.6408342123031616
15,0.6408342123031616,0.6408342123031616
16,0.6408342123031616,0.6408342123031616
17,0.6408342123031616,0.6408342123031616
18,0.6408342123031616,0.6408342123031616
19,0.6408342123031616,0.6408342123031616
20,0.5742053389549255,0.6408342123031616
21,0.5834890007972717,0.6275084376335144
22,0.4845964014530182,0.6160393953323364
23,0.5480337738990784,0.5847918331623078
24,0.5996276140213013,0.5662317454814911
25,0.6012390851974487,0.557990425825119
26,0.41348645091056824,0.5633971750736236
27,0.492360919713974,0.5293966650962829
28,0.4567766487598419,0.5309495687484741
29,0.48460155725479126,0.5126981437206268
30,0.39839521050453186,0.4896929323673248
31,0.3087114691734314,0.44912415742874146
32,0.4308391809463501,0.4281691610813141
33,0.590154767036438,0.4158648133277893
34,0.2689705491065979,0.4425404369831085
35,0.11418290436267853,0.39941423535346987
36,0.2768855392932892,0.3425717741250992
37,0.14568492770195007,0.33620658814907073
38,0.27086153626441956,0.27917573750019076
39,0.1908734142780304,0.21531709134578705
40,0.42875048518180847,0.19969766438007355
41,0.4752970039844513,0.26261118054389954
42,0.39686667919158936,0.302293473482132
43,0.4355211555957794,0.3525298237800598
44,0.38809534907341003,0.3854617476463318
45,0.11827459931373596,0.4249061346054077
46,0.3246433734893799,0.3628109574317932
47,0.492597371339798,0.3326802313327789
48,0.28817301988601685,0.35182636976242065
49,0.20470775663852692,0.32235674262046815
50,0.32335415482521057,0.2856792241334915
51,0.16060137748718262,0.3266951352357864
52,0.14522333443164825,0.293886736035347
53,0.09353616088628769,0.22441192865371704
54,0.2700902223587036,0.18548455685377122
55,0.045255646109580994,0.19856104999780655
56,0.21545341610908508,0.14294134825468063
57,0.2375594526529312,0.15391175597906112
58,0.2062975913286209,0.17237897962331772
59,0.14666904509067535,0.19493126571178437
60,0.298300564289093,0.17024703025817872
61,0.3181289732456207,0.2208560138940811
62,0.1346621811389923,0.24139112532138823
63,0.23725448548793793,0.22081167101860047
64,0.03269372880458832,0.22700304985046388
65,0.2299295961856842,0.20420798659324646
66,0.07663894444704056,0.1905337929725647
67,0.20907911658287048,0.14223578721284866
68,0.10179778933525085,0.1571191743016243
69,0.2761847674846649,0.1300278350710869
70,0.2597742974758148,0.1787260428071022
71,0.13430434465408325,0.18469498306512833
72,0.05089369788765907,0.19622806310653687
73,0.14127041399478912,0.1645909793674946
74,0.046812478452920914,0.17248550429940224
75,0.14685510098934174,0.12661104649305344
76,0.07607052475214005,0.10402720719575882
