,health index
0,0.9724173545837402
1,0.9749327301979065
2,0.9618614315986633
3,0.9765041470527649
4,0.9838862419128418
5,0.929209291934967
6,0.9705295562744141
7,0.9107773303985596
8,0.9564094543457031
9,0.9361955523490906
10,0.9839444756507874
11,0.9755433797836304
12,0.9613844156265259
13,0.9748222827911377
14,0.9392225742340088
15,0.9579461812973022
16,0.9890484809875488
17,0.981825590133667
18,0.9902870655059814
19,0.9333236217498779
20,0.9635792970657349
21,0.9694942235946655
22,0.9819484353065491
23,0.9478565454483032
24,0.981289267539978
25,0.9768110513687134
26,0.9800776243209839
27,0.9395467638969421
28,0.975203275680542
29,0.97324138879776
30,0.9664726853370667
31,0.9360893368721008
32,0.9755802750587463
33,0.9228426218032837
34,0.9420304894447327
35,0.9496526718139648
36,0.9149566292762756
37,0.8952428102493286
38,0.9827256202697754
39,0.9674734473228455
40,0.9737565517425537
41,0.946672260761261
42,0.9767564535140991
43,0.9553419351577759
44,0.9664286971092224
45,0.9548377990722656
46,0.9428205490112305
47,0.9477869272232056
48,0.950661301612854
49,0.9403055906295776
50,0.964887797832489
51,0.9627874493598938
52,0.9206961393356323
53,0.9730322957038879
54,0.9866848587989807
55,0.9497069716453552
56,0.9778457283973694
57,0.9723926782608032
58,0.989858090877533
59,0.9688320159912109
60,0.9829707145690918
61,0.9746160507202148
62,0.9513196349143982
63,0.9582256078720093
64,0.9265257716178894
65,0.9712886214256287
66,0.9930124878883362
67,0.9408111572265625
68,0.9622573256492615
69,0.9010596871376038
70,0.9493221044540405
71,0.9887481927871704
72,0.9500340819358826
73,0.962240993976593
74,0.9760050177574158
75,0.8690699338912964
76,0.9202321171760559
77,0.9478752613067627
78,0.9044296145439148
79,0.9198607802391052
80,0.9724299907684326
81,0.9667915105819702
82,0.9699037075042725
83,0.9238365888595581
84,0.87098628282547
85,0.9419575929641724
86,0.979649007320404
87,0.9954075217247009
88,0.9451837539672852
89,0.9753379821777344
90,0.9772405028343201
91,0.9391258955001831
92,0.901309072971344
93,0.9496322870254517
94,0.9904730916023254
95,0.9842516779899597
96,0.9647850394248962
97,0.9452762007713318
98,0.9320892095565796
99,0.9297803044319153
100,0.8916804790496826
101,0.9676870107650757
102,0.978914737701416
103,0.812538743019104
104,0.9424972534179688
105,0.9764903783798218
106,0.9166804552078247
107,0.9192168116569519
108,0.9660652279853821
109,0.9675480723381042
110,0.8792302012443542
111,0.9502518773078918
112,0.9648908972740173
113,0.9528496265411377
114,0.9436362385749817
115,0.9117914438247681
116,0.932077169418335
117,0.9587883353233337
118,0.9685889482498169
119,0.9511013031005859
120,0.9431951642036438
121,0.9798913598060608
122,0.9248364567756653
123,0.8293777108192444
124,0.993133008480072
125,0.9684485197067261
126,0.9718672633171082
127,0.9575414657592773
128,0.9346591830253601
129,0.9711275100708008
130,0.9710781574249268
131,0.9265462756156921
132,0.969426691532135
133,0.9503223896026611
134,0.9667286276817322
135,0.9668015241622925
136,0.9456624984741211
137,0.9696704149246216
138,0.9446976184844971
139,0.9522987008094788
140,0.9430325031280518
141,0.8882231116294861
142,0.9886356592178345
143,0.9137799739837646
144,0.9661338925361633
145,0.9321635961532593
146,0.961089015007019
147,0.9707338213920593
148,0.9101714491844177
149,0.9621647000312805
150,0.8531758785247803
151,0.894578754901886
152,0.9344161748886108
153,0.935976505279541
154,0.9775452613830566
155,0.9303522109985352
156,0.9659141302108765
157,0.8872842788696289
158,0.957149088382721
159,0.9186419248580933
160,0.9550473690032959
161,0.9685982465744019
162,0.9384363889694214
163,0.9584440588951111
164,0.9764848351478577
165,0.9679276347160339
166,0.9621071219444275
167,0.9619776606559753
168,0.8981119394302368
169,0.9683931469917297
170,0.9654702544212341
171,0.936393678188324
172,0.9661685824394226
173,0.9075927734375
174,0.9773527383804321
175,0.9505741000175476
176,0.9632712006568909
177,0.9532593488693237
178,0.9150804877281189
179,0.9821310043334961
180,0.9587867259979248
181,0.9198780655860901
182,0.9817471504211426
183,0.9220763444900513
184,0.932466983795166
185,0.9583941102027893
186,0.9553432464599609
187,0.941303014755249
188,0.9033957123756409
189,0.9303767681121826
190,0.9518688321113586
191,0.9423122406005859
192,0.8637725114822388
193,0.8874753713607788
194,0.9496017694473267
195,0.9627309441566467
196,0.9414120316505432
197,0.9396891593933105
198,0.9582518935203552
199,0.9502338171005249
200,0.9790014028549194
201,0.9422678351402283
202,0.9627559185028076
203,0.9468056559562683
204,0.8905751705169678
205,0.9553621411323547
206,0.9918709993362427
207,0.9342549443244934
208,0.9317684769630432
209,0.8976197242736816
210,0.9670379161834717
211,0.9447893500328064
212,0.8596469759941101
213,0.355453759431839
214,0.9686411023139954
215,0.9655885100364685
216,0.9372486472129822
217,0.8671556711196899
218,0.9567327499389648
219,0.9697617888450623
220,0.9483434557914734
221,0.9745175242424011
222,0.9776648879051208
223,0.8888981938362122
224,0.949551522731781
225,0.8834323287010193
226,0.9253435134887695
227,0.9562511444091797
228,0.9821162223815918
229,0.8816757798194885
230,0.9470359683036804
231,0.9097929000854492
232,0.9362961649894714
233,0.9197035431861877
234,0.8343185782432556
235,0.9559957981109619
236,0.9580265879631042
237,0.9648972153663635
238,0.9338905215263367
239,0.9137001633644104
240,0.9566197395324707
241,0.9030742645263672
242,0.9419431090354919
243,0.9154576063156128
244,0.9122482538223267
245,0.8554660677909851
246,0.9734631180763245
247,0.9090241193771362
248,0.9153042435646057
249,0.9022901654243469
250,0.9602299332618713
251,0.9217174649238586
252,0.9333699345588684
253,0.8743957281112671
254,0.9484153985977173
255,0.9554269909858704
256,0.9505154490470886
257,0.923126757144928
258,0.9368104934692383
259,0.9855566620826721
260,0.8886940479278564
261,0.941169261932373
262,0.9571804404258728
263,0.9653391242027283
264,0.9730658531188965
265,0.9104729294776917
266,0.7672576904296875
267,0.9764682054519653
268,0.934684693813324
269,0.9568403363227844
270,0.9134879112243652
271,0.8431066274642944
272,0.8936787843704224
273,0.9782291054725647
274,0.8919312357902527
275,0.8735833168029785
276,0.9283449053764343
277,0.9447097778320312
278,0.796432614326477
279,0.9131459593772888
280,0.9118371605873108
281,0.8035990595817566
282,0.9543305039405823
283,0.921488881111145
284,0.9587674140930176
285,0.956798255443573
286,0.7623143792152405
287,0.9562407732009888
288,0.9068934917449951
289,0.8599528670310974
290,0.978257954120636
291,0.888279139995575
292,0.9429611563682556
293,0.9076124429702759
294,0.9245917201042175
295,0.8713504076004028
296,0.8418202996253967
297,0.9239130020141602
298,0.9113085269927979
299,0.9478670358657837
300,0.8244962096214294
301,0.950244665145874
302,0.9312506318092346
303,0.8950404524803162
304,0.9511809945106506
305,0.842413604259491
306,0.9470576047897339
307,0.8964395523071289
308,0.9269923567771912
309,0.9298322200775146
310,0.8769683837890625
311,0.9460057020187378
312,0.9068325161933899
313,0.9363143444061279
314,0.9395363330841064
315,0.9025301337242126
316,0.8987028002738953
317,0.9097223281860352
318,0.8287091255187988
319,0.8671954870223999
320,0.962854266166687
321,0.8259060382843018
322,0.9366836547851562
323,0.9393740296363831
324,0.8964171409606934
325,0.8698104619979858
326,0.8758453130722046
327,0.9421743750572205
328,0.9163673520088196
329,0.9038661122322083
330,0.8624674081802368
331,0.9085378646850586
332,0.9470107555389404
333,0.8975979089736938
334,0.9014061093330383
335,0.942284882068634
336,0.9702375531196594
337,0.9635345339775085
338,0.7276950478553772
339,0.9183864593505859
340,0.8992826342582703
341,0.9236918091773987
342,0.9432479739189148
343,0.8924458622932434
344,0.9081605076789856
345,0.7114802002906799
346,0.8828192949295044
347,0.8617381453514099
348,0.844840407371521
349,0.9522084593772888
350,0.8947708010673523
351,0.8871444463729858
352,0.9368788599967957
353,0.8856363892555237
354,0.9191676378250122
355,0.9356845021247864
356,0.933743953704834
357,0.9041375517845154
358,0.8404954075813293
359,0.7923367619514465
360,0.7332967519760132
361,0.9065954685211182
362,0.91578608751297
363,0.835354745388031
364,0.9421801567077637
365,0.9215475916862488
366,0.952509880065918
367,0.9413554668426514
368,0.8254992961883545
369,0.9145444631576538
370,0.9330424070358276
371,0.8290170431137085
372,0.9053628444671631
373,0.8940674066543579
374,0.8232375383377075
375,0.9191216230392456
376,0.9520233273506165
377,0.9553249478340149
378,0.8842316269874573
379,0.8800884485244751
380,0.944694459438324
381,0.6504221558570862
382,0.9188544154167175
383,0.9106854796409607
384,0.7381058931350708
385,0.9458983540534973
386,0.9505777359008789
387,0.9054090976715088
388,0.896462082862854
389,0.9213550686836243
390,0.8975902199745178
391,0.8834801912307739
392,0.854918897151947
393,0.9309918284416199
394,0.9290634989738464
395,0.8344711661338806
396,0.780551016330719
397,0.9371597766876221
398,0.9274904131889343
399,0.924171507358551
400,0.8357436656951904
401,0.8875933885574341
402,0.9297189712524414
403,0.8850960731506348
404,0.9571982622146606
405,0.8707461357116699
