,health index
0,0.9736740589141846
1,0.9846322536468506
2,0.973709225654602
3,0.9828564524650574
4,0.9825840592384338
5,0.9756067991256714
6,0.9792136549949646
7,0.9698523283004761
8,0.9846855401992798
9,0.9859894514083862
10,0.9813410043716431
11,0.9852568507194519
12,0.9741421341896057
13,0.9800536036491394
14,0.9714540839195251
15,0.9880319833755493
16,0.9741171598434448
17,0.9830050468444824
18,0.9796876907348633
19,0.9779857397079468
20,0.9865489602088928
21,0.9780886769294739
22,0.9775720238685608
23,0.9795323014259338
24,0.9681370258331299
25,0.9749153852462769
26,0.9720625281333923
27,0.9580065608024597
28,0.9673077464103699
29,0.9766700267791748
30,0.9725115895271301
31,0.985882043838501
32,0.9771878123283386
33,0.9779254198074341
34,0.9767153859138489
35,0.9648460745811462
36,0.9811960458755493
37,0.9693268537521362
38,0.9795506000518799
39,0.9755915999412537
40,0.9806981086730957
41,0.9736264944076538
42,0.9760035276412964
43,0.9775720238685608
44,0.9846100807189941
45,0.9778002500534058
46,0.9775420427322388
47,0.9818572998046875
48,0.9754912257194519
49,0.9774437546730042
50,0.9807995557785034
51,0.9703813195228577
52,0.9706831574440002
53,0.9840279221534729
54,0.9562195539474487
55,0.9749430418014526
56,0.9434476494789124
57,0.9811977744102478
58,0.9460063576698303
59,0.9703008532524109
60,0.9824021458625793
61,0.9591473937034607
62,0.9835890531539917
63,0.9826236367225647
64,0.9619957804679871
65,0.9780860543251038
66,0.9556353092193604
67,0.9744146466255188
68,0.9779701232910156
69,0.967825710773468
70,0.9774183630943298
71,0.9780709147453308
72,0.9881384968757629
73,0.9848312139511108
74,0.9748567342758179
75,0.9681812524795532
76,0.9785752296447754
77,0.9736955165863037
78,0.979861855506897
79,0.9618846774101257
80,0.9858308434486389
81,0.9768238663673401
82,0.9768442511558533
83,0.9769431352615356
84,0.9812675714492798
85,0.9808447360992432
86,0.9792172908782959
87,0.9810778498649597
88,0.9817774295806885
89,0.9758464097976685
90,0.9759913086891174
91,0.9722509980201721
92,0.9661880731582642
93,0.9818829298019409
94,0.9795792102813721
95,0.9766097664833069
96,0.9658492207527161
97,0.985996425151825
98,0.9728800058364868
99,0.9810436367988586
100,0.9848834872245789
101,0.9595732092857361
102,0.9677777886390686
103,0.9713318347930908
104,0.9606212973594666
105,0.9837163686752319
106,0.9819950461387634
107,0.922771155834198
108,0.9815056920051575
109,0.9813558459281921
110,0.9714338183403015
111,0.9478466510772705
112,0.9674186706542969
113,0.9698594212532043
114,0.9731162190437317
115,0.9524122476577759
116,0.9607199430465698
117,0.9862272143363953
118,0.9662052989006042
119,0.9844496846199036
120,0.9830629825592041
121,0.9742977619171143
122,0.9816570281982422
123,0.977676272392273
124,0.9622516632080078
125,0.9784195423126221
126,0.9788658022880554
127,0.9819513559341431
128,0.9729669690132141
129,0.9739815592765808
130,0.947019100189209
131,0.9875454306602478
132,0.9500027894973755
133,0.9686639904975891
134,0.9802247881889343
135,0.9829918742179871
136,0.9709230065345764
137,0.9835129380226135
138,0.9797734618186951
139,0.9732969403266907
140,0.9633980989456177
141,0.9495425224304199
142,0.9667260646820068
143,0.9740496277809143
144,0.9696739912033081
145,0.9609501957893372
146,0.9834352135658264
147,0.9726043939590454
148,0.9712627530097961
149,0.9862111806869507
150,0.9748442769050598
151,0.9893167614936829
152,0.9778664708137512
153,0.9685849547386169
154,0.9221763014793396
155,0.9871418476104736
156,0.8444926142692566
157,0.9613468647003174
158,0.9465541243553162
159,0.9578319787979126
160,0.9691742062568665
161,0.9303511381149292
162,0.9767323136329651
163,0.9773273468017578
164,0.9743524789810181
165,0.9654623866081238
166,0.9735355377197266
167,0.9721986055374146
168,0.9672036170959473
169,0.9802616834640503
170,0.9909428954124451
171,0.9796649217605591
172,0.9719713926315308
173,0.9851399064064026
174,0.9651614427566528
175,0.9863097667694092
176,0.9522764682769775
177,0.9802486300468445
178,0.9764037728309631
179,0.9771719574928284
180,0.9879893064498901
181,0.9684607982635498
182,0.9654660224914551
183,0.9811943173408508
184,0.9610031247138977
185,0.9745752811431885
186,0.9848291277885437
187,0.9582944512367249
188,0.9772258400917053
189,0.9735510945320129
190,0.9647876024246216
191,0.9784399271011353
192,0.9648897647857666
193,0.9818609952926636
194,0.9704280495643616
195,0.9677477478981018
196,0.9654240012168884
197,0.9404372572898865
198,0.9848971366882324
199,0.9777495265007019
200,0.9573589563369751
201,0.9695357084274292
202,0.9467051029205322
203,0.9522770047187805
204,0.9355450868606567
205,0.9687300324440002
206,0.9682867527008057
207,0.9695382714271545
208,0.9537742733955383
209,0.9627935290336609
210,0.9251214265823364
211,0.9724875688552856
212,0.9574595093727112
213,0.9685108065605164
214,0.9757698774337769
215,0.9712562561035156
216,0.966971218585968
217,0.9670835137367249
218,0.9468296766281128
219,0.9590074419975281
220,0.9530366063117981
221,0.9649569392204285
222,0.9827191829681396
223,0.9650871753692627
224,0.963310718536377
225,0.9779611825942993
226,0.9726219177246094
